latitude,longitude
40.7348607005575,-74.0276115267162
40.7348605590838,-74.0279535589805
40.7348538857163,-74.0285013189659
40.7348472094751,-74.0290490788686
40.7348438569308,-74.0293229590644
40.7348405309087,-74.0295968386863
40.7348338497409,-74.0301445984175
40.7348332610716,-74.0301987163629
40.7348327002445,-74.0302528698379
40.7348321115245,-74.0303069877802
40.7348315503717,-74.0303611412557
40.734830934151,-74.0304152593914
40.7348303457752,-74.0304694134161
40.7348296471582,-74.0305235328502
40.734829003561,-74.0305776876225
40.7348284695844,-74.0306318048168
40.7348279634524,-74.0306859575372
40.7348273196309,-74.0307400762227
40.7348265935851,-74.0307942319319
40.7348257575733,-74.0308483534074
40.7348250862286,-74.0309024726426
40.7348244424522,-74.0309566274093
40.7348239636149,-74.0310107795749
40.7348221358264,-74.0310808702341
40.7348223224227,-74.0311193023316
40.7348217058466,-74.0311734208175
40.7348209249752,-74.0312275772624
40.7348200887601,-74.0312816987315
40.7348192250726,-74.0313358207517
40.7348184434288,-74.0313899411126
40.7348177722513,-74.0314440964234
40.7348171829714,-74.0314982143485
40.7348166215358,-74.0315523678052
40.7348160047564,-74.0316064859231
40.7348154155467,-74.0316606399325
40.7348148538871,-74.0317147573007
40.7348142646279,-74.0317689113104
40.7348135928486,-74.0318230301698
40.7348128116739,-74.0318771869648
40.7348094219827,-74.0321801977695
40.7348090032896,-74.0322219677909
40.7348081940042,-74.0323055440827
40.7348069957506,-74.0324278939067
40.7348067030693,-74.0324585082878
40.7348064102337,-74.0324890865841
40.7348061178124,-74.032519700963
40.7348059736296,-74.032534798114
40.7348059714606,-74.032535008155
40.7348058249606,-74.0325502792588
40.7348056511576,-74.0325655870025
40.7348055050732,-74.0325808941907
40.7348052122065,-74.0326114724862
40.7348046265923,-74.032672665163
40.7348034283704,-74.0327950510604
40.7348031773531,-74.0328207916422
40.7348030652201,-74.0328336439756
40.7348029260579,-74.0328465325854
40.7348024239974,-74.032898014108
40.734801921639,-74.0329494956319
40.7348014195325,-74.0330009771533
40.7348009174016,-74.0330524583128
40.7348004149757,-74.033103939835
40.7347999128003,-74.0331554213548
40.7347994103271,-74.0332069028759
40.7347989081058,-74.0332583843946
40.7347984055879,-74.0333098659145
40.7347979033207,-74.0333613474321
40.7347974010305,-74.0334128289491
40.734796898441,-74.0334643101078
40.7347963961049,-74.0335157916236
40.7347958934722,-74.0335672731408
40.7347956422841,-74.0335930140781
40.7347953910901,-74.0336187546556
40.7347950486492,-74.0336434500775
40.7347947062029,-74.0336681451379
40.7347940215707,-74.0337175356175
40.734793199256,-74.033776746604
40.734792870983,-74.0338359501692
40.7347926795227,-74.0338655523239
40.7347926113763,-74.0338803530289
40.7347925155047,-74.0338951542869
40.7347920773783,-74.0339543597018
40.7347913650096,-74.0340135688327
40.7347905974386,-74.0340727787089
40.7347902409543,-74.034102383457
40.734790090432,-74.0341171854568
40.7347899121843,-74.03413198765
40.734789281651,-74.0341911597595
40.7347888159228,-74.0342503653624
40.7347885145633,-74.0342799690017
40.7347883637447,-74.0342947710029
40.7347882884707,-74.034302171821
40.7347882131977,-74.0343095730022
40.734787555269,-74.0343687813854
40.7347867051715,-74.0344279925526
40.7347859648378,-74.0344872022306
40.7347852247473,-74.0345464119057
40.7347845662781,-74.0346055842023
40.7347839359223,-74.0346647923894
40.7347833327084,-74.034724000025
40.7347826745684,-74.0347832084036
40.7347819892231,-74.0348424173302
40.7347814408165,-74.0349016242214
40.7347808923782,-74.0349608311102
40.7347803441843,-74.0350200376351
40.7347797407896,-74.0350792456273
40.7347791648115,-74.0351384527051
40.7347785616295,-74.0351976603326
40.7347779306951,-74.0352568685135
40.7347773546259,-74.035316075589
40.7347768336998,-74.0353752822816
40.7347763124669,-74.0354344886125
40.7347757365815,-74.0354936956856
40.7347751329424,-74.0355529033088
40.7347746116199,-74.0356121100006
40.734774172886,-74.0356713150334
40.7347738710896,-74.0357305183925
40.7347737616762,-74.0357897189686
40.734773762028,-74.0358489180624
40.7347741195976,-74.0359081478725
40.7347748609964,-74.0359673360433
40.7347759596145,-74.0360265552952
40.7347775524031,-74.0360857310593
40.7347796110932,-74.036144864256
40.7347822467194,-74.0362039891188
40.7347855954112,-74.0362630314501
40.7347896024153,-74.0363220280774
40.7347943226152,-74.0363809060885
40.7347997284339,-74.0364397021238
40.7348057099313,-74.0364983819446
40.7348122946994,-74.0365569803627
40.7348194547279,-74.036615426125
40.734827354982,-74.0366737170046
40.7348358034683,-74.0367318918647
40.734844854388,-74.0367899135255
40.7348545078714,-74.0368477458968
40.7348646819957,-74.0369054267196
40.7348753487586,-74.036962955828
40.7348863441664,-74.0370203718914
40.7348976682192,-74.0370776749087
40.7349092114124,-74.0371349388955
40.7349209460054,-74.0371920915132
40.7349328173961,-74.0372492063928
40.7349447709596,-74.0373062839167
40.7349566971884,-74.0373633977363
40.7349685957999,-74.0374204764028
40.7349804674947,-74.0374776270881
40.7349924206707,-74.0375347046948
40.7350044289892,-74.0375917815805
40.7350164643087,-74.0376488218526
40.7350284725723,-74.0377058987799
40.7350403984622,-74.0377629770188
40.7350523244656,-74.0378200910037
40.7350643051963,-74.0378771685427
40.7350763133473,-74.0379342455529
40.7350883210496,-74.0379912865008
40.73510038404,-74.0380483624501
40.7351124736124,-74.0381053660625
40.7351245913007,-74.038162405589
40.7351367086834,-74.0382194447769
40.7351487711436,-74.038276485088
40.7351607790964,-74.0383335622439
40.7351728689489,-74.0383906020456
40.7351849313234,-74.0384476424175
40.7351970488417,-74.038504681708
40.7352090837128,-74.0385617226744
40.7352212283487,-74.038618761819
40.7352334002607,-74.0386757643486
40.735245517249,-74.0387327679994
40.7352574972534,-74.0387898455134
40.7352694775045,-74.0388469230462
40.7352814304246,-74.0389040375953
40.7352934379238,-74.0389610785336
40.7353054452643,-74.0390181559411
40.7353175076058,-74.0390751965403
40.7353296245402,-74.0391322364239
40.7353417961994,-74.0391892391418
40.7353539403821,-74.0392462424314
40.735366084682,-74.0393032818271
40.7353780921286,-74.0393603593577
40.7353900718236,-74.0394174371003
40.7354020517668,-74.0394745152213
40.7354141136072,-74.0395315556297
40.7354262850712,-74.0395885588556
40.7354384839544,-74.0396455615519
40.7354506279124,-74.0397025650072
40.7354627445375,-74.0397596047596
40.7354749158893,-74.0398166080695
40.7354871695559,-74.0398736097507
40.7354992054389,-74.0399308677262
40.7355103920167,-74.0399850331379
40.735521315114,-74.0400372173959
40.7355322928087,-74.0400894005758
40.7355432982033,-74.0401415835804
40.7355543855027,-74.0401937292294
40.7355654727773,-74.040245874896
40.7355765325813,-74.0402980211304
40.7355875101583,-74.0403502043973
40.7355984879882,-74.0404023880393
40.7356095204154,-74.0404545706001
40.735620580124,-74.0405067169042
40.735631667259,-74.0405588626774
40.7356427820912,-74.0406110079143
40.7356538142807,-74.0406631544597
40.7356649287939,-74.0407153000966
40.7356760703136,-74.0407674091159
40.7356872395306,-74.0408195176008
40.7356983539733,-74.0408716632887
40.7357094409425,-74.0409238091846
40.7357204182389,-74.0409759926589
40.7357313957852,-74.0410281761487
40.7357424279318,-74.0410803592805
40.7357535146636,-74.0411324691592
40.7357646289639,-74.0411846145925
40.7357701175563,-74.0412107065508
40.73577563359,-74.0412367979653
40.735781149894,-74.0412628893823
40.735786665499,-74.0412889447203
40.7357985494188,-74.0413444727883
40.735808976139,-74.0413931990569
40.7358200628734,-74.0414453451261
40.7358310946871,-74.041497491951
40.7358338391565,-74.0415105558177
40.7358346518839,-74.0415143390382
40.7358352386308,-74.0415170693406
40.7358366106575,-74.0415235834135
40.735842099447,-74.0415496754266
40.7358531586637,-74.0416018220979
40.7358643001998,-74.0416539671393
40.7358754142667,-74.0417061131075
40.7358864734129,-74.0417582598314
40.7358974776371,-74.0418104069494
40.7359085094311,-74.0418625903449
40.7359133672537,-74.0418854785826
40.7359157961641,-74.0418969228833
40.73591822549,-74.0419084029088
40.7359294486739,-74.0419604749565
40.7359497080681,-74.0420591639862
40.735951796242,-74.0420692775706
40.7359652740259,-74.0421316411125
40.7359775813081,-74.0421886071834
40.7359798663719,-74.042199295381
40.7359836935625,-74.0422171085544
40.735989805943,-74.0422455742031
40.7360018668362,-74.0423026520706
40.7360138176334,-74.042359731436
40.7360259057757,-74.0424167727103
40.736038130297,-74.0424737398122
40.7360503003111,-74.0425307441193
40.736062361065,-74.0425878220913
40.7360744213715,-74.0426448636392
40.73608648165,-74.0427019055675
40.736098569349,-74.0427589469691
40.7361106572946,-74.0428159883897
40.7361226904594,-74.0428730670153
40.736134778074,-74.0429301084795
40.7361468382133,-74.0429871505121
40.7361589805259,-74.0430441551955
40.7361710680575,-74.0431011967225
40.7361831832832,-74.0431582380806
40.7361951336586,-74.043215317756
40.7362071664822,-74.0432723600804
40.7362191991457,-74.0433294385131
40.7362313412898,-74.043386443322
40.7362434838235,-74.0434434842356
40.7362555437098,-74.0435005264559
40.7362676584652,-74.0435575679622
40.7362796363645,-74.0436146472339
40.7362916961665,-74.0436716895184
40.7363036465622,-74.0437287693787
40.7363157337565,-74.043785811156
40.7363278211963,-74.0438428529523
40.7363398808845,-74.0438998953202
40.7363519679944,-74.0439569371584
40.7363639186684,-74.0440140535693
40.7363758411719,-74.044071133745
40.7363878462678,-74.044128213016
40.7363999880187,-74.0441852181158
40.7364120475395,-74.0442422606085
40.7364241070323,-74.0442993031205
40.7364361394643,-74.0443563819261
40.7364481991744,-74.0444134244795
40.7364602312753,-74.0444705033286
40.7364722360333,-74.0445275466577
40.7364842958014,-74.0445846253611
40.7364963551254,-74.044641667998
40.7365084418686,-74.0446987101089
40.7365204192065,-74.0447557897959
40.7365324509977,-74.0448128330437
40.736544455728,-74.044869912585
40.7365565149115,-74.044926955326
40.7365685470341,-74.0449840343622
40.7365806338834,-74.0450410765946
40.7365927474627,-74.0450980825807
40.736604861703,-74.0451551243083
40.7366170575718,-74.0452121290527
40.7366292536861,-74.0452691338162
40.7366414497736,-74.0453261386009
40.7366536183833,-74.045383143953
40.7366658139977,-74.0454401126958
40.7366780374482,-74.0454971169953
40.7366902879024,-74.0455540850453
40.7367025112969,-74.0456110893871
40.7367147346632,-74.0456680937501
40.7367269850346,-74.0457250618634
40.7367392631,-74.0457820294479
40.7367514040365,-74.0458390351552
40.7367635725369,-74.0458960767845
40.7367758227947,-74.0459530449822
40.736787881718,-74.0460100877595
40.7367999403384,-74.0460671309208
40.7368283820489,-74.0461994573582
40.7368426027809,-74.0462656384829
40.7368443103998,-74.0462735864058
40.7368443733141,-74.0462738793713
40.7368461442637,-74.0462821567056
40.736849713061,-74.0462987108331
40.7368568236067,-74.0463317835483
40.7368852372912,-74.046464110402
40.7368994577302,-74.0465302555547
40.7369065170416,-74.0465630904892
40.7369065679347,-74.0465633279619
40.7369197350936,-74.0466249400968
40.736925819082,-74.0466534428294
40.7369378503534,-74.0467105224995
40.7369431537259,-74.0467354816674
40.7369499633854,-74.0467675290967
40.7369621310118,-74.0468245349845
40.7369742718514,-74.0468815771618
40.7369863300423,-74.046938620282
40.7369983882052,-74.0469956637827
40.7370169765018,-74.0470820342243
40.7370362401194,-74.0471681536556
40.7371090500154,-74.047511543354
40.7378223767283,-74.0508760650913
40.7386455603263,-74.0547568149558
40.7394686415493,-74.0586376621182
40.7402915657635,-74.0625186080043
40.7403034855861,-74.0625764534787
40.7403153170017,-74.0626335777582
40.7403272307364,-74.0626907011592
40.7403393633472,-74.0627477134337
40.7403516055865,-74.06280468784
40.7403638479357,-74.0628616983553
40.7403759530122,-74.0629187105128
40.7403880037129,-74.0629757963088
40.7403999168659,-74.0630328833852
40.7404117757824,-74.0630900080099
40.7404237166026,-74.0631470949478
40.7404357397419,-74.0632041810063
40.7404478718236,-74.0632611931092
40.7404599771161,-74.0633182418601
40.7404720546556,-74.0633752908132
40.7404840500959,-74.0634323410448
40.7404960730946,-74.0634894272074
40.7405081505511,-74.0635464765843
40.7405201460448,-74.0636035629679
40.7405321685464,-74.0636606127436
40.7405442188811,-74.06371769881
40.7405562416013,-74.0637747486272
40.7405682640211,-74.0638317988265
40.7405800677797,-74.0638889601887
40.7405900120845,-74.0639361779722
40.7405920905532,-74.0639460465157
40.7406040854386,-74.0640030969582
40.7406179018105,-74.0640671059201
40.740633391344,-74.0641395778867
40.7406393912991,-74.0641684167441
40.740661848644,-74.0642763593265
40.7406903049616,-74.0644130690729
40.7407188161498,-74.0645498139445
40.7407236571046,-74.0645764813257
40.7407264000635,-74.0645896914719
40.7407291430223,-74.0646029019806
40.7407411927549,-74.0646599519397
40.7407411994623,-74.0646599836552
40.7407570961721,-74.0647148178977
40.7407711707588,-74.0647710455658
40.740788250647,-74.0648321767002
40.7407925207498,-74.0648474593076
40.7407967905783,-74.0648627422801
40.7408053305016,-74.0648933078661
40.7408395175627,-74.0650155697539
40.7408543856914,-74.065071461441
40.7408619432648,-74.065099369317
40.7408658356115,-74.0651155238265
40.7408694726984,-74.0651272416532
40.740884860655,-74.0651829091357
40.7409113414247,-74.0652724643905
40.7409259741111,-74.0653230164072
40.7409395427001,-74.0653744137411
40.7409539865613,-74.0654254235681
40.7409684581508,-74.0654764400946
40.740982983685,-74.0655273548791
40.74099737276,-74.0655783398659
40.74101187087,-74.0656292732782
40.7410261504055,-74.0656803395017
40.7410408133955,-74.0657312596157
40.7410556127445,-74.0657820947749
40.7410706864072,-74.0658328863084
40.7410866358228,-74.0658833444738
40.7411036781245,-74.0659331051553
40.7411212118445,-74.0659825230583
40.7411394566961,-74.0660316281571
40.7411590672432,-74.0660798041087
40.7411793869148,-74.0661274251072
40.7412006074305,-74.0661743765825
40.7412226731297,-74.0662206015152
40.7412452846145,-74.0662664143932
40.7412690685125,-74.0663112145733
40.7412934243913,-74.0663554145014
40.7413185977225,-74.066398885183
40.7413315929931,-74.0664201867837
40.7413445883547,-74.0664415136569
40.7413715857434,-74.066483020079
40.7413990176671,-74.0665239462681
40.7414271845094,-74.0665640935838
40.7414561403612,-74.0666033198405
40.741485937325,-74.0666413179323
40.741516169198,-74.0666787610539
40.7415472156235,-74.0667150667686
40.7415789130426,-74.0667503924092
40.7416112338289,-74.0667846908758
40.7416441503855,-74.0668179959132
40.7416776084429,-74.0668503291628
