latitude,longitude
41.3748453850709,-74.6948046572207
41.3748319005424,-74.6947871637718
41.3748024769045,-74.6947489203735
41.3747730532551,-74.6947106770113
41.3747436293782,-74.6946723972422
41.3747142329366,-74.6946341172263
41.374684836482,-74.6945958372448
41.3746554400125,-74.6945575576627
41.3746260160851,-74.6945192780333
41.3745966471002,-74.694480961435
41.3745672778896,-74.6944426087965
41.3745378538604,-74.6944043657076
41.3745084301547,-74.694366086217
41.3744790336093,-74.6943278064769
41.3744496642854,-74.6942894904133
41.3744202950092,-74.6942511375841
41.3743909259341,-74.6942128215904
41.3743615565718,-74.6941745052671
41.3743322147036,-74.6941361529862
41.374302818354,-74.6940978734537
41.3742733667619,-74.6940596305935
41.374243806158,-74.6940215707274
41.3742141085453,-74.693983693772
41.3741842742001,-74.6939459997266
41.3741543850998,-74.6939083787954
41.3741243867122,-74.6938709408555
41.3740942240849,-74.6938337221826
41.374063869982,-74.6937967594993
41.3740333515759,-74.6937600532492
41.3740026147355,-74.6937236393457
41.3739717135322,-74.693687517584
41.3739406210685,-74.6936516886141
41.3739093098946,-74.6936161523545
41.3738778891635,-74.6935807987217
41.3738462771108,-74.6935457739522
41.3738145010915,-74.6935109691796
41.3737825336917,-74.6934765293434
41.3737504294998,-74.6934423088564
41.3737181065998,-74.6934083814421
41.3736856198277,-74.6933747826085
41.3736529689696,-74.6933414762811
41.3736201268516,-74.6933084623793
41.3735871756059,-74.6932757039797
41.3735540600599,-74.6932432016484
41.3735208352321,-74.6932108823064
41.3734875013382,-74.6931787820295
41.373454058101,-74.693146900815
41.373420560112,-74.6931150930759
41.3733870073708,-74.6930833584475
41.3733534548356,-74.6930516602889
41.3733198749944,-74.6930200353219
41.3732862949324,-74.6929883735837
41.373252687627,-74.6929567486007
41.3732190805258,-74.6929251604523
41.3731854458464,-74.6928936447666
41.3731518112186,-74.6928620930386
41.3731182038774,-74.6928304681859
41.3730846237611,-74.6927988070098
41.3730510713576,-74.6927671455815
41.3730174637757,-74.6927354843895
41.3729838838462,-74.6927038597482
41.3729502763992,-74.6926722714946
41.3729166692181,-74.6926406832761
41.3728830618142,-74.6926090586497
41.3728494543397,-74.6925774708604
41.3728158744258,-74.6925458095792
41.3727822942287,-74.6925141486963
41.3727487414697,-74.6924824875604
41.3727151067879,-74.6924508998195
41.3726814992693,-74.6924193118281
41.3726478920153,-74.6923877238684
41.3726142844788,-74.6923561359421
41.3725806769943,-74.6923245116106
41.3725470696533,-74.6922929605494
41.3725134346437,-74.6922613726399
41.3724798275584,-74.6922298216444
41.3724461652358,-74.6921983069568
41.3724125304115,-74.6921667559465
41.3723788683447,-74.6921352413247
41.372345233443,-74.6921037268153
41.3723115438506,-74.6920722489802
41.3722778816957,-74.6920407712566
41.372244137771,-74.6920094394372
41.3722103388215,-74.691978180727
41.3721765675843,-74.6919469221306
41.3721427686166,-74.69191566385
41.3721089426206,-74.6918844783958
41.3720750893211,-74.6918533661304
41.3720411539775,-74.691822399768
41.3720071365886,-74.6917915800382
41.3719730371545,-74.6917609062095
41.3719388559522,-74.691730378649
41.3719046473847,-74.6916999607142
41.3718703840678,-74.6916696158886
41.3718360937227,-74.691639344252
41.3718017485683,-74.6916091817987
41.3717673216428,-74.6915791659746
41.371732812613,-74.6915493328529
41.37169822154,-74.6915196456349
41.3716635489125,-74.6914901411188
41.3716288216273,-74.6914608193851
41.3715940121444,-74.6914315706794
41.3715591753619,-74.6914023951627
41.37152431149,-74.6913733292711
41.3714893928683,-74.6913443364878
41.3714543924785,-74.6913154899695
41.3714193374334,-74.6912868258696
41.3713842005592,-74.6912583441049
41.3713489814893,-74.6912299360991
41.3713137627775,-74.6912016374314
41.3712784345177,-74.6911735213855
41.3712431064638,-74.6911454418062
41.3712077513818,-74.6911174354155
41.3711723958062,-74.6910893926184
41.3711370677914,-74.6910612766934
41.3711016849663,-74.6910332706777
41.371066329583,-74.6910052640429
41.3710309469581,-74.6909772945256
41.3709955643281,-74.6909493246721
41.370960181689,-74.6909213552137
41.3709247717493,-74.6908934585799
41.3708893615893,-74.690865525537
41.3708539516367,-74.6908376289638
41.3708185414613,-74.6908096959816
41.370783131555,-74.6907817630323
41.37074772158,-74.6907538665483
41.3707123386179,-74.6907258973015
41.3706769286891,-74.6906979644432
41.370641545928,-74.6906700313298
41.3706061357102,-74.6906420985313
41.370570698253,-74.6906142024836
41.3705352882369,-74.6905863061815
41.3704998509788,-74.6905584466317
41.3704644409486,-74.6905305503902
41.3704290581438,-74.6905026174586
41.370393647885,-74.6904746848421
41.3703582106,-74.6904468254118
41.3703227185061,-74.690419075525
41.3702872811468,-74.6903912525916
41.37025184384,-74.690363392889
41.3702164337606,-74.6903354968595
41.370181023245,-74.6903075279877
41.370145640658,-74.6902795956642
41.3701102031092,-74.6902517000105
41.370074765707,-74.690223876894
41.3700393282985,-74.6901960541725
41.3700038359283,-74.6901682681226
41.3699683712714,-74.690140481817
41.3699328791018,-74.6901127322629
41.3698973870784,-74.6900850556104
41.3698618405815,-74.6900574520636
41.3698262665104,-74.6900299217043
41.3697906654743,-74.6900024277293
41.3697550641559,-74.6899749341503
41.3697194080305,-74.689947550112
41.3696837523271,-74.6899202386109
41.3696480146427,-74.6898930373011
41.3696122768921,-74.6898658720906
41.369576511842,-74.6898387804326
41.3695407468445,-74.6898116520017
41.3695049545474,-74.6897845963936
41.3694691348907,-74.6897576507704
41.3694332609758,-74.6897308146907
